fpr,tpr
0.0,0.0
0.0,0.0022624434389140274
0.0,0.004524886877828055
0.0,0.00904977375565611
0.0,0.011312217194570135
0.0,0.01809954751131222
0.0,0.027149321266968326
0.0,0.033936651583710405
0.0,0.05203619909502263
0.0,0.06787330316742081
0.0,0.07013574660633484
0.0,0.07692307692307693
0.0,0.08823529411764706
0.0,0.09276018099547512
0.0,0.1085972850678733
0.0,0.11085972850678733
0.0,0.12217194570135746
0.0,0.12669683257918551
0.0,0.13800904977375567
0.0,0.16289592760180996
0.002183406113537118,0.1832579185520362
0.004366812227074236,0.19909502262443438
0.004366812227074236,0.2081447963800905
0.004366812227074236,0.22624434389140272
0.008733624454148471,0.27149321266968324
0.008733624454148471,0.2873303167420814
0.008733624454148471,0.3054298642533937
0.008733624454148471,0.3257918552036199
0.008733624454148471,0.36425339366515835
0.008733624454148471,0.39592760180995473
0.008733624454148471,0.4095022624434389
0.010917030567685589,0.4321266968325792
0.015283842794759825,0.45475113122171945
0.015283842794759825,0.4796380090497738
0.019650655021834062,0.49547511312217196
0.021834061135371178,0.5158371040723982
0.024017467248908297,0.5475113122171946
0.026200873362445413,0.5656108597285068
0.028384279475982533,0.5746606334841629
0.028384279475982533,0.6018099547511312
0.034934497816593885,0.6176470588235294
0.03711790393013101,0.6334841628959276
0.039301310043668124,0.6628959276018099
0.039301310043668124,0.6787330316742082
0.039301310043668124,0.7058823529411765
0.039301310043668124,0.7239819004524887
0.04148471615720524,0.7375565610859729
0.043668122270742356,0.7579185520361991
0.043668122270742356,0.7692307692307693
0.04585152838427948,0.7805429864253394
0.05458515283842795,0.7918552036199095
0.05895196506550218,0.8031674208144797
0.0611353711790393,0.8076923076923077
0.06331877729257641,0.8144796380090498
0.06550218340611354,0.834841628959276
0.06768558951965066,0.8438914027149321
0.07205240174672489,0.8574660633484162
0.08296943231441048,0.8687782805429864
0.08951965065502183,0.8800904977375565
0.0982532751091703,0.8891402714932126
0.10480349344978165,0.8936651583710408
0.1091703056768559,0.9049773755656109
0.11135371179039301,0.9140271493212669
0.11790393013100436,0.9253393665158371
0.13100436681222707,0.9298642533936652
0.13537117903930132,0.9366515837104072
0.13973799126637554,0.9389140271493213
0.14410480349344978,0.9389140271493213
0.1462882096069869,0.9411764705882353
0.15502183406113537,0.9411764705882353
0.1572052401746725,0.9434389140271493
0.16812227074235808,0.9457013574660633
0.1812227074235808,0.9502262443438914
0.185589519650655,0.9524886877828054
0.2052401746724891,0.9547511312217195
0.2183406113537118,0.9547511312217195
0.2205240174672489,0.9547511312217195
0.22707423580786026,0.9615384615384616
0.23580786026200873,0.9638009049773756
0.2423580786026201,0.9660633484162896
0.24672489082969432,0.9683257918552036
0.2576419213973799,0.9683257918552036
0.27074235807860264,0.9683257918552036
0.2794759825327511,0.9705882352941176
0.28820960698689957,0.9705882352941176
0.30131004366812225,0.9728506787330317
0.3231441048034934,0.9728506787330317
0.32751091703056767,0.9728506787330317
0.33624454148471616,0.9728506787330317
0.34934497816593885,0.9796380090497737
0.3558951965065502,0.9796380090497737
0.36681222707423583,0.9841628959276018
0.3799126637554585,0.9864253393665159
0.38427947598253276,0.9864253393665159
0.3951965065502183,0.9864253393665159
0.4104803493449782,0.9864253393665159
0.42139737991266374,0.9932126696832579
0.43013100436681223,0.9932126696832579
0.44759825327510916,0.9932126696832579
0.45414847161572053,0.9932126696832579
0.462882096069869,0.9932126696832579
0.4759825327510917,0.9932126696832579
0.48253275109170307,0.9932126696832579
0.4912663755458515,0.995475113122172
0.4978165938864629,0.995475113122172
0.5087336244541485,0.995475113122172
0.5152838427947598,0.995475113122172
0.5327510917030568,0.995475113122172
0.5436681222707423,0.995475113122172
0.5567685589519651,0.995475113122172
0.5611353711790393,0.995475113122172
0.5698689956331878,0.995475113122172
0.5807860262008734,0.997737556561086
0.5917030567685589,0.997737556561086
0.611353711790393,0.997737556561086
0.6331877729257642,0.997737556561086
0.6462882096069869,0.997737556561086
0.6615720524017468,0.997737556561086
0.6790393013100436,0.997737556561086
0.6877729257641921,0.997737556561086
0.7074235807860262,0.997737556561086
0.7379912663755459,0.997737556561086
0.7489082969432315,0.997737556561086
0.7532751091703057,0.997737556561086
0.7707423580786026,0.997737556561086
0.7969432314410481,0.997737556561086
0.8165938864628821,0.997737556561086
0.8275109170305677,0.997737556561086
0.8427947598253275,1.0
0.8558951965065502,1.0
0.87117903930131,1.0
0.8820960698689956,1.0
0.9017467248908297,1.0
0.9235807860262009,1.0
0.9366812227074236,1.0
0.9585152838427947,1.0
1.0,1.0
